Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ (7419491.0 total)	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ (7649856.0 total)	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ (8316299.0 total)	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ (8521956.0 total)
NM_008166	chr14	34820136	35581115	+	3410.0	1	Grid1|GluD1|GluRdelta1|-|14 B|14 20.84 cM|protein-coding	0.000	0.000	0.000	1.000
NM_138653	chr4	62480067	62497298	+	1734.0	1	Bspry|-|-|4|4 B3|protein-coding	59.000	1.000	8.000	1.000
NR_110484	chr6	53978691	54018030	+	2161.0	1	4921529L05Rik|-|-|6|6 B3|ncRNA	0.000	0.000	0.000	0.000
NM_001122682	chr7	21612745	21615146	+	2399.0	2	Vmn1r132|EG667346|Gm16448|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_019689	chr9	57790505	57834234	-	3781.0	1	Arid3b|Bdp|Dri2|-|9|9 B|protein-coding	181.000	215.500	214.000	224.500
NM_001045864	chr17	34850391	34856372	+	1597.0	1	Nelfe|D17H6S45|NELF-E|RD|Rdbp|-|17 B1|17 18.4 cM|protein-coding	39.000	84.000	227.000	154.500
NM_177356	chr16	19653381	19706365	-	3335.0	1	Lamp3|1200002D17Rik|Cd208|DC-LAMP|DCLAMP|LAMP|TSC403|-|16|16 A3|protein-coding	0.000	0.000	0.000	0.000
NM_027104	chr4	73939371	73950846	-	953.0	1	2310002L09Rik|2310003M01Rik|AV083437|-|4|4 C3|protein-coding	0.000	0.000	0.000	0.000
NM_153150	chr16	17925211	17928219	-	1667.0	1	Slc25a1|1300019P08Rik|2610100G11Rik|AI194714|Ctp|Dgsj|Slc20a3|-|16 A3|16 11.11 cM|protein-coding	302.500	360.500	304.000	257.500
NR_045188	chr1	6730051	6860940	+	5838.0	1	St18|AV348974|Myt3|NZF-3|Nzf3|mKIAA0535|-|1|1 A1|protein-coding	16.000	13.000	3.000	0.000
NM_147011	chr2	86170871	86171815	-	943.0	1	Olfr1044|MOR185-4|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NR_045317	chr19	11196817	11299884	+	1017.0	1	4930526L06Rik|-|-|19|19 A|ncRNA	0.000	0.000	0.000	0.000
NM_001101471	chr12	76324891	76334151	+	6681.0	1	Akap5|3526401B18Rik|AKAP 150|AKAP-5|AKAP150|BB098886|Gm258|P150|-|12|12 C3|protein-coding	14.000	151.000	93.500	80.000
NM_175644	chr12	75411720	75416781	-	1609.0	1	Gphb5|OGH|Zlut1|-|12|12 C3|protein-coding	1.000	0.000	0.000	1.000
NM_178603	chr4	49512597	49521083	-	2099.0	1	Mrpl50|AA408971|AI317351|D4Wsu125e|-|4 B1|4 26.54 cM|protein-coding	95.000	170.000	167.000	255.000
NM_011398	chrX	48623578	48662298	+	1751.0	1	Slc25a14|BMCP1|UCP5|UCP5L|UCP5S|-|X A5|X 25.69 cM|protein-coding	60.500	24.000	88.000	108.000
NM_011544	chr9	71844252	72111819	-	4684.0	1	Tcf12|A130037E08Rik|ALF1|HEB|HEBAlt|HTF-4|HTF4|ME1|REB|bHLHb20|-|9 D|9 39.85 cM|protein-coding	1032.500	886.500	1004.000	1468.500
NM_028725	chr8	117661399	117671547	-	2862.0	1	Sdr42e1|4632417N05Rik|AI117603|-|8|8 E1|protein-coding	52.500	92.000	11.000	37.000
NM_153512	chr17	83585957	83631895	-	3352.0	1	Kcng3|KV6.3|Kv10.1a|Kv10.1b|-|17|17 E4|protein-coding	0.000	0.000	6.000	7.000
NM_175113	chr2	132804215	132816054	-	2807.0	1	Trmt6|3300001M20Rik|AU016412|AW492787|CGI-09|mKIAA1153|-|2|2 F2|protein-coding	353.500	108.000	275.500	216.000
NM_023865	chr4	122689259	122705135	+	818.0	1	9530002B09Rik|Aump|Vpp1|Vppl|-|4|4 D2.2|protein-coding	0.000	0.000	0.000	0.000
NM_011334	chr7	7282309	7299557	-	4616.0	1	Clcn4|Clc4-2|Clcn4-2|-|7 A1|7 4.23 cM|protein-coding	195.000	143.000	84.500	97.000
NM_026991	chr11	69622052	69623878	+	940.0	1	Sat2|2610016A03Rik|SSAT-2|SSAT2|-|11|11 B3|protein-coding	15.000	14.000	0.000	2.000
NM_026819	chr14	55739020	55745684	-	1460.0	1	Dhrs1|1110029G07Rik|AW112170|D14Ertd484e|-|14 C3|14 28.19 cM|protein-coding	192.000	264.000	423.500	312.000
NM_134189	chr11	57645442	57787500	+	4687.0	1	Galnt10|AU018154|C330012K04Rik|GalNAc-T10|GalNAc-T9|Galnt9|ppGaNTase|-|11|11 B1.3|protein-coding	151.000	92.000	100.500	181.000
NM_026638	chr7	126975914	126980501	+	2305.0	1	Cdipt|9530042F15Rik|D7Bwg0575e|Pis|Pis1|-|7 F3|7 69.26 cM|protein-coding	130.500	140.500	168.500	140.000
NM_145417	chr1	135262699	135284084	-	2288.0	1	Rnpep|-|-|1|1 E4|protein-coding	61.000	209.500	210.000	228.500
NM_015734	chr2	27886425	28039510	+	8334.0	1	Col5a1|AI413331|-|2 A3|2 19.38 cM|protein-coding	0.000	1.000	7.000	16.000
NM_178417	chr11	59461197	59472474	-	3406.0	1	Zfp867|-|-|11|11 B1.3|protein-coding	67.000	124.000	19.000	32.000
NM_008451	chr19	5107746	5118408	-	2999.0	1	Klc2|8030455F02Rik|AW212649|KLC 2|KLC-2|-|19 A|19 4.25 cM|protein-coding	93.000	89.000	59.000	50.000
NM_001281531	chrX	120312582	120313226	-	642.0	1	H2afb3|EG624957|H2A.Bbd3|H2afb3-ps|-|X|X E2|protein-coding	0.000	0.000	0.000	0.000
NR_002839	chr6	6863797	6865150	-	1353.0	1	Dlx6os2|Dlx6as|Dlx6as2|-|6 A1|6 2.83 cM|ncRNA	0.000	0.000	0.000	0.000
NM_001166708	chr7	21011532	21012455	-	922.0	1	Vmn1r119|Gm1447|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_009373	chr2	158116405	158146392	-	3534.0	1	Tgm2|G[a]h|TG2|TGase2|tTG|tTGas|-|2 H1|2 78.72 cM|protein-coding	2002.500	1794.500	596.000	749.500
NM_011869	chr11	98704591	98729435	-	3382.0	1	Med24|911GSE|AU040102|AW547152|D11Ertd307e|DRIP100|Gse2|Pparb2|Pparbp2|R75526|Thrap4|Trap100|-|11 D|11 62.46 cM|protein-coding	391.500	412.000	539.500	625.000
NM_001277805	chr6	124396816	124415067	-	3167.0	1	Pex5|AW212715|ESTM1|PTS1R|Pxr1|X83306|-|6 F2|6 59.15 cM|protein-coding	120.000	106.500	160.000	137.500
NM_019418	chr17	57189474	57194181	-	1863.0	1	Tnfsf14|HVEM-L|HVEML|LIGHT|LTg|Ly113|Tnlg1d|-|17|17 D|protein-coding	87.000	40.000	38.000	74.000
NM_033648	chr6	117933559	117937335	-	543.0	1	Fxyd4|0610008I02Rik|AI267073|Chif|-|6|6 F1|protein-coding	1.000	0.000	0.000	3.000
NM_001205322	chr13	27094189	27100260	+	871.0	1	Prl3d1|AI325057|Csh1|Ghd4|PL-I|PL-I-alpha|PL-Ia|Pl-1|Pl1|mPL-I|-|13 A3.1|13 12.27 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001142952	chr3	100471536	100489192	-	2025.0	1	Fam46c|4930431B09Rik|AI449797|-|3|3 F2.2|protein-coding	40.500	39.500	6.000	5.000
NM_199029	chr14	65358676	65398930	+	4217.0	1	Zfp395|BC053701|Gm910|-|14|14 D1|protein-coding	1346.500	1171.000	1161.500	1297.500
NM_001145969	chr9	86571988	86574899	+	1218.0	1	Rwdd2a|1700030C20Rik|AI848608|Rwdd2|-|9|9 E3.1|protein-coding	3.000	3.000	11.000	15.000
NM_001290682	chr7	44590886	44604751	+	5177.0	1	Kcnc3|KShIIID|Kcr2-3|Kv3.3|-|7 B3|7 28.85 cM|protein-coding	15.000	7.000	2.000	19.000
NM_001290383	chr4	11331933	11386783	-	3948.0	1	Esrp1|2210008M09Rik|A630065D16|BC031468|Rbm35a|-|4|4 A1|protein-coding	0.000	0.000	0.000	0.000
NM_001113400	chr2	77410627	77519666	-	2687.0	1	Zfp385b|B830010L13Rik|C130013B13Rik|Zfp533|Znf385b|-|2|2 C3|protein-coding	0.000	0.000	0.000	0.000
NM_144941	chr4	126232168	126256319	-	3367.0	1	Map7d1|AV028413|BC019977|Mtap7d1|Parcc1|Rprc1|mKIAA1187|-|4|4 D2.2|protein-coding	187.000	155.500	200.000	270.500
NM_026774	chr3	107278858	107284081	+	877.0	1	Lamtor5|1110003H18Rik|Hbxip|XIP|-|3|3 F2.3|protein-coding	145.000	65.000	145.000	100.000
NM_001109751	chr6	106118765	106674270	+	2977.0	1	Cntn4|9630050B05|Axcam|BIG-2|-|6|6 E1|protein-coding	0.000	0.000	0.000	0.000
NM_029878	chr11	121451949	121617170	+	3871.0	1	Tbcd|2310057L06Rik|A030005L14Rik|mKIAA0988|-|11|11 E2|protein-coding	288.000	250.000	344.000	335.000
NM_001168684	chr10	94575257	94590954	+	5445.0	1	Tmcc3|AW488095|C630016B22Rik|C88213|Tmcc1|-|10|10 C2|protein-coding	6.000	0.000	2.000	2.000
NM_026238	chr17	25773776	25783332	+	2542.0	1	Narfl|9030612I22Rik|AI504405|PRN|-|17|17 A3.3|protein-coding	92.000	146.500	107.000	176.000
NM_018815	chr6	91013067	91116826	-	6993.0	1	Nup210|9830001L10|AI836801|Pom210|gp190|gp210|-|6 D1|6 40.3 cM|protein-coding	1931.500	1351.500	2672.500	2688.000
NM_001081285	chr4	60003549	60006214	+	533.0	1	Mup6|Gm12544|Mup2|OTTMUSG00000007423|-|4 B3|4|protein-coding	0.000	0.000	0.000	0.000
NM_001347484	chr6	131486406	131491493	+	595.0	1	LOC102638913|-|-|6 F3|protein-coding	0.000	0.000	0.000	0.000
NM_053153	chr6	130043745	130067258	-	1221.0	1	Klra18|Ly49r|-|-|protein-coding	0.000	0.000	0.000	0.000
NM_009226	chr18	10617796	10628230	+	831.0	1	Snrpd1|AA407109|AL023031|SMD1|-|18|18 A1|protein-coding	129.000	184.000	232.000	314.000
NM_001081100	chr4	155086577	155145507	+	1645.0	1	Morn1|2900057D20Rik|4930417P05Rik|AU042805|-|4|4 E2|protein-coding	28.000	32.000	17.500	16.500
NR_040767	chr9	61017069	61019797	+	1634.0	1	Gm5122|A430102L10|-|9 B|9|ncRNA	0.000	0.000	0.000	0.000
NM_029884	chr8	25944459	25976744	-	2659.0	1	Hgsnat|9430010M12Rik|AW208455|D8Ertd354e|Tmem76|-|8 A2|8 14.22 cM|protein-coding	188.000	171.500	133.000	83.500
NM_011914	chr5	33898180	33936258	-	2148.0	1	Nelfa|Whsc2|Whsc2h|-|5|5 B2|protein-coding	582.500	754.500	853.000	913.000
NM_138589	chr7	122067198	122082199	+	4822.0	1	Ubfd1|AI467302|D7Wsu105e|D7Wsu128e|Ubph|-|7 F2|7 65.35 cM|protein-coding	1113.500	915.000	1327.500	1378.000
NM_001278415	chr17	66078795	66101559	-	1626.0	1	Ndufv2|2900010C23Rik|-|17 35.26 cM|17 E1.1|protein-coding	73.000	74.000	234.500	146.500
NM_023557	chr17	34914466	34930436	+	2322.0	1	Slc44a4|2210409B01Rik|NG22|-|17|17 B1|protein-coding	0.000	2.000	0.000	1.000
NM_146405	chr2	86482799	86483740	-	940.0	1	Olfr228|GA_x6K02T0101M-139-669|MOR189-3|Olfr228-ps1|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_001256480	chr2	175321834	175338212	-	4531.0	6	Gm4724|-|-|2 H4|2|protein-coding	1113.500	1104.500	697.500	894.500
NM_013613	chr2	57107226	57115038	-	3162.0	1	Nr4a2|HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR|-|2 C1.1|2 31.66 cM|protein-coding	95.000	234.500	55.000	80.000
NM_009483	chrX	18162575	18279936	+	5904.0	1	Kdm6a|Utx|-|X A1.2-A1.3|X 13.45 cM|protein-coding	739.000	635.000	696.500	1098.500
NM_011427	chr2	167538195	167542811	+	1613.0	1	Snai1|Sna|Sna1|Snail|Snail1|-|2 H3|2 87.33 cM|protein-coding	0.000	0.000	2.000	2.000
NM_001291441	chr11	62847123	62877462	+	3267.0	1	Fbxw10|Fbw10|HREP|SM25H2|SM2SH2|-|11|11 B2|protein-coding	72.500	61.000	3.000	35.000
NR_105815	chr14	118592369	118592472	-	103.0	1	Mir6391|Gm27914|mmu-mir-6391|-|14|14 E4|ncRNA	0.000	0.000	0.000	0.000
NM_007603	chrX	143802237	143827412	-	3538.0	1	Capn6|-|-|X|X F2|protein-coding	0.000	5.000	4.000	12.000
NR_045431	chr17	15631788	15641102	+	1321.0	1	4933401D09Rik|-|-|17|17 A2|ncRNA	0.000	0.000	0.000	0.000
NM_001085414	chr4	143894237	143900380	-	1479.0	1	Pramef6|Gm13099|OTTMUSG00000010429|-|4|4 E1|protein-coding	0.000	0.000	0.000	0.000
NM_001142810	chrX	73673133	73682500	+	3940.0	1	Slc6a8|AA589632|CRT|CRTR|CT1|CTR5|Creat|-|X A7.3|X 37.38 cM|protein-coding	32.000	31.000	43.500	41.500
NM_001311091	chr1	130906985	130911296	-	959.0	1	Il20|Zcyto10|-|1|1 E4|protein-coding	0.000	0.000	0.000	0.000
NM_001243792	chr1	187609006	188214884	+	5344.0	1	Esrrg|ERR3|Errg|NR3B3|mKIAA0832|-|1|1 H5-H6|protein-coding	10.000	12.000	0.000	11.000
NM_025458	chr8	107061484	107065644	-	857.0	1	Tmed6|1810015P03Rik|1810018I24Rik|-|8|8 D3|protein-coding	0.000	0.000	0.000	0.000
NM_001045553	chr8	69610654	69625175	-	2440.0	1	Zfp868|AI449175|AW108241|C530032E20|mszf62|-|8|8 B3.3|protein-coding	142.000	123.000	177.000	120.500
NR_040331	chr2	150667494	150668932	+	934.0	1	E130215H24Rik|-|-|2|2 G3|ncRNA	0.000	2.000	0.500	1.000
NM_025280	chr2	10080612	10092701	+	1372.0	1	Kin|Kin17|-|2|2 A1|protein-coding	63.000	154.500	101.000	125.500
NM_001252438	chr16	78540336	78576688	-	6153.0	1	D16Ertd472e|1700010I10Rik|2310009O17Rik|E330003K22Rik|Eurl|-|16 C3.1|16 45.36 cM|protein-coding	151.500	153.000	112.000	118.500
NM_023805	chr9	107651155	107667399	-	2592.0	1	Slc38a3|0610012J02Rik|D9Ucla2|Nat1|Slc38-3|Sn1|Snat3|mNAT|-|9 F1|9 58.69 cM|protein-coding	0.000	0.000	4.000	3.000
NM_001290569	chr7	30555441	30559646	-	1113.0	1	Lin37|1810054G18Rik|-|7|7 B1|protein-coding	223.500	155.000	142.000	218.500
NM_029142	chrX	53724831	53738222	+	1196.0	1	4930502E18Rik|Ct55|-|X|X A5|protein-coding	8.000	0.000	0.000	0.000
NM_054073	chr6	30896981	30915573	-	1131.0	1	Tsga13|1700023D02Rik|Vme1|-|6|6 A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_178020	chr9	107581296	107587359	+	1824.0	1	Hyal3|Hyl3|-|9 F1|9 58.19 cM|protein-coding	27.000	30.500	9.500	55.000
NM_001145875	chr13	41763148	41847616	-	2510.0	1	Adtrp|9530008L14Rik|-|13|13 A4|protein-coding	0.000	0.000	0.000	0.000
NM_001085418	chr4	144270633	144280466	-	2141.0	1	Pramel5|OTTMUSG00000010540|-|4 E1|4|protein-coding	0.000	0.000	0.000	0.000
NR_045425	chrX	136104922	136111613	+	752.0	1	5730412P04Rik|-|-|X|X F1|ncRNA	1.000	0.000	0.000	0.000
NM_001037745	chr8	85108559	85123095	-	2933.0	1	Zfp791|EG244556|-|8 C3|8|protein-coding	3.000	0.000	0.000	0.000
NM_133826	chr1	5083086	5162549	+	2047.0	1	Atp6v1h|0710001F19Rik|AU022349|CGI-11|SFD|SFDalpha|SFDbeta|VMA13|-|1|1 A1|protein-coding	108.000	82.000	165.500	183.000
NM_178689	chr19	58943425	58971421	+	2551.0	1	Eno4|6430537H07Rik|-|19|19 D2|protein-coding	0.000	1.000	0.000	0.000
NM_001166713	chr7	20374493	20375410	-	916.0	2	Gm5728|EG435949|Vmn1r99|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_001177631	chr2	20519513	20810535	+	7384.0	1	Etl4|6620402G01Rik|9430077C05Rik|BC026657|E330027G05Rik|Etl-4|Skt|-|2 A3|2 14.27 cM|protein-coding	46.000	43.000	6.500	8.500
NM_019711	chr10	128129470	128176568	-	5192.0	1	Rbms2|2610315E04Rik|Scr3|-|10|10 D3|protein-coding	637.500	382.000	499.500	427.500
NM_025411	chr4	135975602	135987244	-	1530.0	1	Pithd1|1110049F12Rik|AA408179|Trp26|-|4|4 D3|protein-coding	43.000	50.000	46.000	59.000
NM_001285930	chr4	138718526	138724856	-	3064.0	1	Ubxn10|5730509E04Rik|A830047D02|Ubxd3|-|4|4 D3|protein-coding	0.000	0.000	0.000	0.000
NM_001013774	chr5	144983744	145009636	-	2233.0	1	Kpna7|AW146299|Gm1055|-|5|5 G2|protein-coding	0.000	0.000	0.000	0.000
NM_177655	chr2	148750361	148755434	+	660.0	1	Cstl1|RCET1|RCET2|RCET3|-|2|2 G3|protein-coding	0.000	0.000	0.000	0.000
NM_033077	chr1	186967416	186970627	+	3209.0	1	D1Pas1|Pl10|-|1 H5|1 90.09 cM|protein-coding	0.000	0.000	0.000	0.000
NM_033371	chr15	76671643	76694919	+	2651.0	1	Ppp1r16a|2900084E10Rik|Mypt3|R75527|-|15 D3|15 36.25 cM|protein-coding	40.500	97.000	57.000	55.500
NM_001024624	chrX	160784308	160994681	-	3225.0	1	Cdkl5|BC038161|Stk9|-|X F4|X 73.95 cM|protein-coding	144.000	93.000	114.500	73.000
NM_001347110	chr1	136268123	136346104	-	7753.0	1	Camsap2|1600013L13Rik|4930541M15Rik|Camsap1l1|mKIAA1078|-|1|1 E4|protein-coding	53.000	45.000	128.000	161.500
NR_045394	chr18	75288660	75297317	-	643.0	1	2010010A06Rik|5033420E22Rik|-|18|18 E3|ncRNA	0.000	0.000	3.000	0.000
NM_023440	chr7	4628040	4630482	-	1217.0	1	Tmem86b|C330014O21Rik|-|7|7 A1|protein-coding	88.000	55.000	116.500	129.000
NM_001243167	chr4	88805531	88808380	+	2847.0	1	Gm13288|OTTMUSG00000011289|-|4 C4|4|protein-coding	3.000	0.000	0.000	1.000
NM_001310538	chrX	73916870	73921944	-	1042.0	1	Naa10|2310039H09Rik|Ard1|Ard1a|Te2|-|X|X A7.3|protein-coding	128.500	132.500	159.500	154.000
NR_001462	chr17	35064437	35065596	+	1159.0	1	G6bos|G6b|NG31|-|17 B1|17 18.59 cM|ncRNA	0.000	0.000	0.000	1.500
NM_183091	chr15	76626237	76639929	-	4179.0	1	Tonsl|2810439M11Rik|Nfkbil2|-|15|15 D3|protein-coding	187.000	72.000	278.500	258.000
NM_010653	chr6	129656371	129660556	-	710.0	1	Klrc2|NKG2C|-|6|6 F3|protein-coding	0.000	0.000	0.000	0.000
NM_134236	chr13	22524051	22524986	+	934.0	1	Vmn1r203|V1rh11|-|13|13 A3.1|protein-coding	0.000	0.000	0.000	0.000
NM_001311123	chr9	95705067	95750358	-	4458.0	1	Trpc1|Mtrp1|Trp1|Trrp1|-|9 E3.3|9 50.2 cM|protein-coding	11.000	24.000	0.000	2.000
NR_045146	chr17	33908182	33909178	-	838.0	1	BC051226|-|-|17 B1|17|ncRNA	0.000	6.000	9.000	17.500
NM_030181	chrX	140907608	140939472	+	2698.0	1	Vsig1|1700062D20Rik|4930405J24Rik|-|X|X F1|protein-coding	0.000	0.000	0.000	0.000
NM_025689	chr9	109082496	109093363	+	2391.0	1	Ccdc51|5730568A12Rik|AI551049|-|9|9 F2|protein-coding	59.000	69.000	30.000	24.000
NM_001289431	chr12	86947041	86965366	+	4322.0	1	Cipc|2310044G17Rik|AI842544|AI853744|Kiaa1737|mKIAA1737|-|12|12 D2|protein-coding	252.500	267.000	292.000	403.500
NM_133748	chr1	121304353	121328024	-	2689.0	1	Insig2|2900053I11Rik|C730043J18Rik|Insig-2|-|1|1 E2.3|protein-coding	88.500	100.000	103.000	87.500
NR_126492	chr15	96073338	96079553	-	2898.0	1	D030018L15Rik|-|-|15|15 F1|pseudo	0.000	0.000	0.000	0.000
NM_023741	chr13	27506968	27513217	-	992.0	1	Prl8a8|1600032B14Rik|Ghd14|PLP-Cgamma|Prlpc3|-|13|13 A3.1|protein-coding	0.000	0.000	0.000	0.000
NM_009838	chr5	129787356	129846443	+	2156.0	1	Cct6a|CCT-zeta|CCT-zeta-1|Cct6|Cctz-1|TCP-1-zeta|-|5|5 G1.3|protein-coding	921.500	1075.500	2315.500	2884.500
NR_106020	chr7	44538106	44538178	-	72.0	1	Mir7053|Gm27503|mmu-mir-7053|-|7|7 B3|ncRNA	0.000	0.000	0.000	0.000
NM_030219	chr9	97349562	97369958	-	2456.0	1	Trim42|4930486B16Rik|-|9|9 E3.3|protein-coding	0.000	0.000	0.000	0.000
NM_054054	chr5	107331194	107387058	+	4689.0	1	Brdt|7420412D09Rik|Brd6|Fsrg3|-|5|5 E5|protein-coding	24.000	24.000	2.000	5.000
NM_001011735	chr2	86455328	86456269	-	940.0	1	Olfr1066|MOR188-8|MOR256-52P|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_001004761	chr2	21367567	21830542	+	7128.0	1	Gpr158|5330427M13Rik|mKIAA1136|-|2|2 A3|protein-coding	0.000	0.000	0.000	1.000
NM_146527	chr9	19440915	19441853	+	937.0	1	Olfr849|MOR151-1|-|9|9 A2|protein-coding	0.000	0.000	0.000	0.000
NM_053217	chr19	34617049	34640743	-	3362.0	1	Ifit1bl2|2010002M12Rik|AW412491|Ifit1b|-|19|19 C1|protein-coding	16.000	3.000	3.000	7.000
NM_028854	chr9	58359716	58370455	-	1258.0	1	Tbc1d21|1700095K08Rik|MgcRabGAP|-|9|9 B|protein-coding	0.000	0.000	0.000	0.000
NM_008502	chr11	60699690	60714188	+	4396.0	1	Llgl1|AI325176|Lgl1|Llglh|Mgl1|-|11 B2|11 37.81 cM|protein-coding	124.000	136.500	260.000	155.500
NM_207657	chr5	26098668	26105314	-	2940.0	1	5031410I06Rik|-|-|5|5 B1|protein-coding	0.000	0.000	0.000	2.000
NM_025809	chr12	58264720	58269258	-	4536.0	1	Clec14a|1200003C23Rik|AI642649|-|12|12 C1|protein-coding	103.000	46.000	84.000	95.000
NR_030603	chrX	66801508	66801585	-	77.0	1	Mir878|Mirn878|mir-878|mmu-mir-878|-|X A7.1|X|ncRNA	0.000	0.000	0.000	0.000
NM_146013	chr11	4031782	4048009	+	2928.0	1	Sec14l4|AI256582|AW536553|SPF|TAP|-|11|11 A1|protein-coding	0.000	0.000	0.000	0.000
NM_010102	chr10	81497745	81500137	-	2390.0	1	S1pr4|Edg6|Lpc1|S1p4|-|10|10 C1|protein-coding	396.000	368.000	345.000	226.000
NR_040660	chr10	127070481	127071101	+	327.0	1	A730063M14Rik|-|-|10|10 D3|ncRNA	2.500	0.000	7.500	4.000
NM_172393	chr10	43950307	44004846	-	7394.0	1	Aim1|AI462491|AI463325|-|10 B2|10 23.14 cM|protein-coding	119.000	116.500	28.500	23.500
NR_040323	chr2	104559459	104568230	+	885.0	1	Platr14|4930500J02Rik|-|2|2 E2|ncRNA	0.000	0.000	1.000	2.000
NM_001011758	chr2	85799339	85800268	-	928.0	1	Olfr1016|MOR213-9|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_001163767	chr4	102986379	103005594	+	1990.0	1	Tctex1d1|1700055O19Rik|-|4|4 C6|protein-coding	0.000	0.000	0.000	0.000
NR_035516	chr9	104426113	104426187	+	74.0	1	Mir2136|mmu-mir-2136|-|9 F1|9 56.61 cM|ncRNA	0.000	0.000	0.000	0.000
NR_040453	chr7	106185752	106190099	-	4347.0	2	Gm17757|-|-|7|7 E3|pseudo	1861.000	1532.500	288.000	557.500
NR_136918	chr11	117420651	117421717	-	653.0	1	Gm8624|EG667423|-|11 E2|11|pseudo	1.000	1.000	0.000	0.000
NM_019989	chrX	109095407	109162467	+	2830.0	1	Sh3bgrl|1190008F14Rik|-|X|X D|protein-coding	357.000	376.000	652.500	677.500
NM_178196	chr13	23571400	23571863	+	461.0	1	Hist1h2bg|-|-|13|13 A3.1|protein-coding	372.000	275.000	598.500	581.000
NM_146615	chr9	40187079	40188094	+	1013.0	1	Olfr986|MOR104-3|-|9|9 A5.1|protein-coding	0.000	0.000	0.000	0.000
NR_028417	chr5	43151686	43235354	-	1424.0	1	Gm7854|EG665934|ENSMUSG00000054483|-|5|5 B3|ncRNA	2.000	0.000	1.500	0.000
NR_029540	chr16	77646273	77646343	+	70.0	1	Mir125b-2|Mirn125b-2|mir-125b-2|-|16|16 C3.1|ncRNA	0.000	0.000	0.500	0.000
NM_001105201	chr19	37685680	37693307	+	1550.0	1	Cyp26c1|EG546726|-|19|19 C2|protein-coding	0.000	0.000	1.000	1.000
NM_001081019	chr4	94593650	94600319	+	974.0	1	Gm12657|H3mm12|OTTMUSG00000007855|-|4|4 C5|protein-coding	22.000	26.000	50.000	49.000
NR_126081	chr15	103751923	103755498	-	779.0	1	Mucl1|Spt-2|Spt2|-|15 F3|15|protein-coding	0.000	0.000	0.000	0.000
NR_029761	chr8	105308364	105308460	-	96.0	1	Mir328|Mirn328|miR-328|mmu-mir-328|-|8|8 D3|ncRNA	0.500	1.000	0.500	0.000
NM_013767	chr15	79417852	79442057	-	2747.0	1	Csnk1e|AI426939|AI551861|AW457082|CK1epsilon|CKIe|KC1epsilon|tau|-|15|15 E1|protein-coding	382.000	408.500	542.500	438.500
NM_001242368	chr8	13037308	13056676	+	2682.0	1	F10|Cf10|fX|-|8 A1.1|8 5.73 cM|protein-coding	5.000	0.000	29.000	44.000
NM_153571	chr5	110829070	110839777	-	796.0	1	Hscb|AI325508|AW049829|Hsc20|-|5|5 F|protein-coding	346.000	195.000	422.500	379.500
NM_001037918	chr1	37872206	37876298	+	1551.0	1	Lipt1|EG623661|-|1|1 B|protein-coding	24.000	31.000	17.500	35.000
NM_175160	chr8	105472423	105496902	-	2073.0	1	Zdhhc1|4432412D04Rik|-|8|8 D3|protein-coding	229.500	352.000	117.000	181.000
NM_028194	chr5	73020191	73256618	-	11405.0	1	Fryl|2010313D22Rik|2310004H21Rik|2510002A14Rik|9030227G01Rik|mKIAA0826|-|5|5 C3.2|protein-coding	2219.500	2004.000	1746.000	1788.000
NM_001159527	chr12	8974001	9028847	+	4330.0	1	Wdr35|4930459M12Rik|4931430C06|mKIAA1336|-|12|12 A1.1|protein-coding	31.000	56.000	52.500	29.500
