Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -condenseGenes -count exons -rpkm -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ FPKM
NM_001114153	chrX	37639112	37643470	-	794.0	1	Rhox2g|EG434766|Rhox2.7|Rhox2f|-|X|X A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_001160411	chr3	108040408	108044859	-	1454.0	1	Gstm4|1110004G14Rik|GSTM7-7|Gstb-4|Gstb4|-|3|3 F2.3|protein-coding	3.476	1.259	6.575	6.537
NM_001013411	chr10	31689319	32889915	-	3196.0	1	Nkain2|6330571D19Rik|AW455467|Tcba1|-|10|10 A4|protein-coding	0.000	0.000	0.000	0.000
NM_146346	chr11	73964610	73965557	+	946.0	1	Olfr397|MOR135-28|-|11|11 B4|protein-coding	0.000	0.000	0.000	0.000
NM_177271	chr10	9627259	9675208	-	2491.0	1	Samd5|E130306M17Rik|-|10|10 A1|protein-coding	0.054	0.000	0.048	0.047
NM_001042408	chr18	80206867	80212732	+	1653.0	1	Txnl4a|D18Wsu98e|Dim1|ENSMUSG00000057130|Txnl4|U5-15kD|U5-15kDa|-|18 E3|18 53.34 cM|protein-coding	27.356	23.922	40.955	38.937
NM_008471	chr11	100140811	100145926	-	1373.0	1	Krt19|AI663979|CK-19|EndoC|K19|Krt-1.19|Krt1-19|-|11 D|11 63.42 cM|protein-coding	0.000	0.000	0.000	0.000
NR_029963	chrX	53048154	53048244	-	90.0	1	Mir450-1|Mirn450-1|mir-450a-1|-|X A5|X|ncRNA	0.000	0.000	0.000	0.000
NM_027937	chr17	24488783	24508907	+	6152.0	1	Caskin1|3300002N10Rik|C130061I24|C630036E02Rik|mKIAA1306|-|17|17 A3.3|protein-coding	0.285	0.680	0.283	0.839
NM_001010833	chr17	35841498	35859670	+	7334.0	1	Mdc1|6820401C03|AA413496|Nfbd1|mKIAA0170|-|17|17 B1|protein-coding	23.909	21.576	25.372	25.920
NM_008993	chr5	110274286	110286168	-	1012.0	1	Pxmp2|22kDa|PMP22|-|5 F|5 53.44 cM|protein-coding	0.400	0.388	3.089	3.131
NM_001289859	chr8	72340996	72421474	-	2690.0	1	Eps15l1|9830147J04Rik|AI593686|Eps15-rs|Eps15R|-|8|8 B3.3|protein-coding	30.263	15.672	24.943	34.723
NM_172712	chr5	86110730	86172743	-	5052.0	1	Uba6|4930542H01|5730469D23Rik|AU021846|AW124799|E1-L2|Ube1l2|-|5|5 E1|protein-coding	10.151	8.629	10.687	10.812
NM_025806	chr6	136612071	136661893	-	1961.0	1	Plbd1|1100001H23Rik|-|6|6 G1|protein-coding	2.337	0.467	0.613	0.419
NM_001099633	chr11	65831324	66168551	-	13703.0	1	Dnah9|9030022M04|A230091C01|C230051G16|D11Ertd686e|Dnahc9|mKIAA0357|-|11 B3|11 40.53 cM|protein-coding	0.000	0.000	0.009	0.000
NM_001310472	chr12	103668808	103676762	-	1524.0	1	Serpina16|Gm46|-|12|12 E|protein-coding	0.000	0.000	0.000	0.000
NR_033556	chr16	14562317	14621284	+	1614.0	1	A630010A05Rik|-|-|16|16 A1|ncRNA	0.000	0.000	0.000	0.000
NM_001114116	chr7	44384126	44400030	+	2458.0	1	Syt3|AI385753|sytIII|-|7 B3|7 28.83 cM|protein-coding	2.358	3.404	1.101	0.812
NM_011660	chr4	57943373	57956411	-	1044.0	1	Txn1|ADF|AW550880|Trx1|Txn|-|4 B3|4 31.87 cM|protein-coding	49.058	37.438	96.865	105.430
NM_010999	chr11	49050733	49135387	+	1922.0	1	Olfr56|IF7|MOR276-1|-|11|11 B1.2|protein-coding	6.907	9.828	4.286	5.953
NM_172840	chr19	56874416	56912078	+	3866.0	1	Vwa2|Amaco|-|19|19 D2|protein-coding	0.000	0.000	0.000	0.000
NM_029548	chr11	75830992	75911059	-	2120.0	1	Rph3al|Gm1753|Noc2|-|11|11 B5|protein-coding	0.890	1.110	1.843	2.048
NM_144883	chr2	6098500	6130185	-	3473.0	1	Proser2|5430407P10Rik|AU067770|-|2|2 A1|protein-coding	0.039	0.000	0.069	0.000
NM_001289556	chr5	135747220	135778385	-	1476.0	1	Styxl1|1700011C14Rik|Dusp24|Mkstyx|-|5|5 G2|protein-coding	0.000	0.000	0.000	0.000
NM_146270	chr8	83541093	83542188	+	1093.0	1	Olfr370|MOR267-16|MOR26716|-|8|8 C2|protein-coding	0.000	0.000	0.000	0.000
NR_110437	chr3	29891017	29924191	+	1433.0	1	Mannr|Manr|-|3 A3|3|ncRNA	0.000	0.000	0.000	0.000
NR_015530	chr6	92940582	93111749	+	992.0	1	9530026P05Rik|B430306B02|-|6|6 D1|ncRNA	0.000	0.198	0.000	0.000
NM_001177586	chr17	38639447	38645653	+	1306.0	1	Esp31|Gm20516|-|17 B1|17 19.16 cM|protein-coding	0.000	0.000	0.000	0.000
NM_023167	chr9	21002737	21008837	+	1276.0	1	Mrpl4|1110017G11Rik|-|9|9 A3|protein-coding	30.949	22.794	18.659	29.060
NM_001113364	chr5	36490604	36530623	-	3871.0	1	Tbc1d14|2810413P16Rik|AU043625|C86258|D5Ertd110e|mKIAA1322|-|5 B3|5 19.15 cM|protein-coding	6.424	6.129	6.710	5.441
NM_001166718	chr7	23702342	23703283	+	940.0	1	Vmn1r173|EG545934|Gm5892|Gm59|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_007736	chrX	141475419	141689235	+	6265.0	1	Col4a5|-|-|X F2|X 62.16 cM|protein-coding	0.420	0.626	0.000	0.169
NM_001190950	chr7	100178683	100184869	+	812.0	1	Kcne3|2210017H05Rik|MiRP2|-|7|7 E2|protein-coding	0.000	0.000	0.148	0.000
NM_001320258	chr17	23629176	23645269	-	3537.0	1	Mmp25|F730048C11Rik|Leukolysin|MMP20|MT6-MMP|-|17|17 A3.3|protein-coding	0.000	0.000	0.000	0.564
NM_001048250	chr13	108044474	108049146	+	1859.0	1	Smim15|2810008M24Rik|-|13|13 D2.1|protein-coding	6.924	12.060	7.665	9.879
NM_019682	chr5	115297110	115300990	-	2016.0	1	Dynll1|Dlc8|Dnclc1|Pin|-|5|5 F|protein-coding	17.382	16.826	37.219	28.987
NM_009306	chr10	108497650	109010975	-	4727.0	1	Syt1|AW124717|G630098F17Rik|SytI|-|10 D1|10 56.52 cM|protein-coding	0.000	0.000	0.000	0.000
NM_024248	chr8	11514017	11550771	-	1833.0	1	Cars2|2310051N18Rik|2410044A07Rik|D530030H10Rik|-|8|8 A1.1|protein-coding	11.949	8.665	13.350	9.090
NM_181275	chr6	42140936	42141895	+	958.0	1	Tas2r139|Tas2r39|mt2r34|-|6|6 B2.1|protein-coding	0.000	0.000	0.000	0.000
NM_010008	chr4	96516138	96553651	-	3584.0	1	Cyp2j6|-|-|4 C5|4 44.62 cM|protein-coding	8.499	12.766	1.845	1.604
NM_011786	chr11	69126377	69149115	+	2521.0	1	Aloxe3|e-LOX-3|eLOX-3|-|11 B3|11 42.38 cM|protein-coding	0.000	0.000	0.382	0.000
NM_001115077	chr4	144372760	144377933	-	1430.0	1	Gm13125|EG627009|OTTMUSG00000010547|-|4 E1|4|protein-coding	0.000	0.000	0.000	0.000
NR_038012	chr1	76489133	76502028	+	2183.0	1	Gm17751|-|-|1|1 C4|ncRNA	0.000	0.000	0.000	0.000
NR_028113	chr2	163644850	163645800	+	950.0	1	0610039K10Rik|-|-|2|2 H3|ncRNA	8.867	7.499	3.164	4.508
NM_026823	chr1	135146834	135156268	+	1693.0	1	Arl8a|1110033P22Rik|Arl10b|gie2|-|1|1 E4|protein-coding	7.364	11.505	10.476	14.209
NM_001013769	chr13	67173182	67183498	+	2039.0	1	Rsl1|rslcan-9|-|13 B3|13 34.54 cM|protein-coding	3.041	3.270	3.361	3.453
NM_007988	chr11	120805958	120824547	-	9893.0	1	Fasn|A630082H08Rik|FAS|-|11 E2|11 84.56 cM|protein-coding	17.125	16.372	28.035	25.703
NM_025689	chr9	109082496	109093363	+	2391.0	1	Ccdc51|5730568A12Rik|AI551049|-|9|9 F2|protein-coding	3.326	3.772	1.509	1.178
NM_145636	chr7	126589295	126594910	-	699.0	1	Il27|IL-27|IL-27p28|Il30|p28|-|7|7 F3|protein-coding	0.868	1.777	1.290	0.168
NM_001033877	chr7	66839735	67152625	+	6004.0	1	Adamts17|AU023434|-|7|7 C|protein-coding	0.022	0.131	0.441	0.743
NM_207687	chr4	152120876	152152207	-	2844.0	1	Espn|je|-|4 E2|4 82.9 cM|protein-coding	0.427	0.391	0.169	0.041
NM_080563	chr12	26306794	26415262	-	5087.0	1	Rnf144a|Rnf144|UIP4|Ubce7ip4|-|12|12 A2|protein-coding	8.571	8.082	8.096	9.089
NM_030022	chr5	140563189	140565067	-	532.0	1	Grifin|E130101O17Rik|-|5|5 G2|protein-coding	0.000	0.000	0.000	0.000
NM_001347159	chr4	106744555	106805007	-	5610.0	1	Acot11|1110020M10Rik|2010309H15Rik|AW060409|BFIT|BFIT1|Thea|Them1|mKIAA0707|-|4|4 C7|protein-coding	9.994	12.874	8.027	8.388
NM_007995	chr2	25624667	25627974	-	1305.0	1	Fcna|Fcn1|-|2|2 A3|protein-coding	0.000	0.000	1.474	0.000
NR_045500	chr5	48395573	48414294	+	1731.0	1	5730480H06Rik|-|-|5|5 B3|ncRNA	6.502	2.756	1.355	1.085
NR_039550	chr5	87595902	87595993	-	91.0	1	Mir3969|mir-3969|mmu-mir-3969|mu-mir-3969|-|5 E1|5 43.56 cM|ncRNA	0.000	0.000	0.000	0.000
NM_147074	chr7	104579624	104580669	+	1043.0	1	Olfr653|MOR33-1|Ors19|-|7|7 E3|protein-coding	0.258	0.000	0.346	0.000
NM_001085355	chr17	4995074	5347656	+	11303.0	1	Arid1b|8030481M12|9330189K18Rik|AI836955|Ardi1b|B230217J03Rik|mKIAA1235|-|17|17 A1|protein-coding	20.969	20.268	13.261	13.257
NM_021454	chr7	4151260	4164699	-	860.0	1	Cdc42ep5|1700027J19Rik|2010007O02Rik|Borg3|C85526|CEP5|-|7|7 A1|protein-coding	2.194	1.520	0.280	0.136
NM_181821	chr17	23673608	23675524	+	1238.0	1	Hcfc1r1|HPIP|-|17|17 A3.3|protein-coding	2.286	4.065	3.157	2.607
NM_001331075	chr15	64699035	64922296	-	4822.0	1	Adcy8|AC8|AW060868|-|15 D1|15 29.03 cM|protein-coding	0.000	0.000	0.000	0.000
NR_003564	chr11	88964666	88966917	-	809.0	1	Gm15698|OTTMUSG00000001305|OTTMUSG00000025408|-|11|11 C|pseudo	0.000	0.000	0.000	0.000
NM_001104579	chr17	23343977	23360128	+	2567.0	1	Vmn2r115|EG638102|V2Rp4|-|17|17 A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_026298	chr5	31253279	31291114	-	5358.0	1	Ift172|4930553F24Rik|Slb|avc1|wim|-|5|5 B1|protein-coding	8.427	9.661	5.061	5.979
NM_172631	chr18	67933257	68255549	+	2485.0	1	Ldlrad4|8230401C20Rik|A430083H02|A430108L08Rik|C18orf1|D18Ertd653e|D330030L18Rik|-|18 E2|18 40.14 cM|protein-coding	1.085	1.631	2.226	0.992
NM_001126324	chr4	143615003	143618595	+	2459.0	1	Gm13083|OTTMUSG00000010327|-|4|4 E1|protein-coding	0.000	0.000	0.000	0.000
NM_178778	chr2	39066215	39190730	-	10684.0	1	Scai|9330112M16|A930041I02Rik|AI662729|-|2|2 B|protein-coding	8.187	9.599	4.339	4.558
NM_147016	chr2	86254765	86255691	-	925.0	1	Olfr1049|MOR187-1|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_177340	chr18	60593990	60624305	-	5007.0	1	Synpo|9030217H17Rik|9130229N11|9330140I15Rik|AW046661|-|18|18 D3|protein-coding	0.027	0.444	0.144	0.398
NM_010704	chr4	101717407	101792258	+	3387.0	1	Lepr|LEPROT|Leprb|Modb1|OB-RGRP|Obr|db|diabetes|obese-like|obl|-|4 C6|4 46.96 cM|protein-coding	0.000	0.000	0.071	1.039
NM_001164793	chr9	71478437	71484958	-	2166.0	1	Polr2m|AA407243|AA408799|AI303746|AW553238|D9Wsu138e|Grinl1a|mKIAA4185|-|9 D|9 39.85 cM|protein-coding	54.821	38.142	65.480	66.392
NM_023844	chr16	84774123	84826375	+	4805.0	1	Jam2|1110002N23Rik|2410030G21Rik|2410167M24Rik|JAM-2|JAM-B|Jcam2|VE-JAM|-|16|16 C3.3|protein-coding	5.820	5.264	1.276	2.686
NM_008286	chr13	54192129	54215083	+	1577.0	1	Hrh2|-|-|13 B1|13 28.4 cM|protein-coding	4.658	1.326	2.326	3.088
NM_001033805	chr14	52016865	52019787	+	1218.0	1	Tmem253|G630016D24Rik|-|14|14 C2|protein-coding	4.205	1.717	2.962	1.252
NM_001289522	chr5	31054780	31078479	+	6879.0	1	Cad|2410008J01Rik|AU018859|Cpad|-|5|5 B1|protein-coding	10.982	7.953	24.079	26.133
NR_033214	chr18	67321209	67344103	-	2619.0	1	B430212C06Rik|-|-|18|18 E1|ncRNA	1.184	0.299	0.390	1.232
NM_172526	chr3	88069410	88078304	-	2239.0	1	Ttc24|A430025D11Rik|-|3|3 F1|protein-coding	0.000	0.000	0.000	0.000
NM_001081273	chr6	48929896	48933687	+	2478.0	1	1600015I10Rik|AI429442|Doxl1|-|6|6 B2.3|protein-coding	0.000	0.000	0.000	0.000
NM_010123	chr19	60761116	60790693	-	5152.0	1	Eif3a|A830012B05Rik|Csma|Eif3|Eif3s10|mKIAA0139|-|19|19 D3|protein-coding	63.440	66.629	94.385	105.956
NM_145926	chr11	50225335	50235103	+	2412.0	1	Mgat4b|AA407995|GnTIVb|-|11|11 B1.3|protein-coding	14.445	3.577	5.334	5.449
NM_144808	chr14	70303467	70351424	-	4915.0	1	Slc39a14|FAD-123|ZIP-14|Zip14|fad123|-|14|14 D2|protein-coding	5.704	2.819	3.768	5.945
NR_106033	chr8	70102524	70102586	-	62.0	1	Mir7066|Gm27290|mmu-mir-7066|-|8|8 B3.3|ncRNA	0.000	0.000	0.000	0.000
NM_001276397	chr5	107830162	107831777	+	1613.0	1	Ube2d2b|1700013N18Rik|-|5|5 F|protein-coding	0.710	0.405	0.149	0.145
NM_001172114	chr17	24508850	24527938	-	2573.0	1	Traf7|RFWD1|-|17|17 A3.3|protein-coding	18.753	14.454	14.651	11.835
NM_145985	chr9	44742144	44767808	-	3443.0	1	Arcn1|4632432M07Rik|nur17|-|9|9 A5.2|protein-coding	19.123	26.292	34.558	37.507
NM_001163385	chr3	138164135	138186713	-	1705.0	1	4930579F01Rik|-|-|3|3 G3|protein-coding	0.000	0.000	0.000	0.000
NR_102309	chr2	180099465	180104407	-	2618.0	1	Hrh3|AW049250|H3R|HH3R|-|2|2 H4|protein-coding	0.000	0.000	0.000	0.000
NM_011629	chr10	94147931	94197214	+	3811.0	1	Nr2c1|4831444H07Rik|80.3|Eenr|TR2|Tr2-11|-|10 C2|10 48.81 cM|protein-coding	4.668	4.013	4.544	2.817
NM_007531	chr6	124712289	124716945	+	1349.0	1	Phb2|AU044498|BAP|Bap37|Bcap37|REA|-|6 F2|6 59.17 cM|protein-coding	31.972	26.745	57.761	67.936
NM_016969	chr7	3290555	3299349	+	2788.0	1	Myadm|D7Wsu62e|-|7 A1|7 1.92 cM|protein-coding	23.495	20.279	29.177	30.977
NM_139149	chr7	127967479	127982031	+	1827.0	1	Fus|D430004D17Rik|D930039C12Rik|Fus1|Tls|-|7|7 F3|protein-coding	50.238	57.061	57.589	62.622
NM_001168386	chr13	100669481	100697240	+	2484.0	1	Ccdc125|5830436D01Rik|AL023012|-|13|13 D1|protein-coding	3.418	6.078	7.866	6.944
NR_045383	chr5	91766242	91767300	-	489.0	1	1700063O14Rik|-|-|5|5 E2|ncRNA	0.000	0.000	0.000	0.000
NM_008182	chr9	78331020	78347145	-	846.0	1	Gsta2|Gst2-2|Gstc-2|Gstc2|-|9 E1|9 43.65 cM|protein-coding	0.000	0.000	0.000	0.000
NM_133969	chr8	45305802	45333196	-	2917.0	1	Cyp4v3|AU043077|AW111961|Cyp4v2|-|8|8 B1.1|protein-coding	15.409	15.550	3.545	7.663
NM_026334	chr19	33961248	33976813	+	1341.0	1	Lipf|2310051B21Rik|AV082900|-|19|19 C1|protein-coding	0.000	0.000	0.000	0.000
NM_172796	chr11	82980303	82991830	-	3849.0	1	Slfn9|9830137M10Rik|-|11|11 C|protein-coding	8.124	16.710	25.649	24.130
NM_207548	chr7	23753911	23754852	+	940.0	1	Vmn1r174|V1rd22|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_001011831	chr19	13827459	13828394	-	934.0	1	Olfr1500|MOR212-4P|-|19|19 A|protein-coding	0.000	0.000	0.000	0.000
NM_001163612	chr15	78378400	78395912	-	1139.0	1	Tex33|1700061J05Rik|Ean57|-|15|15 E1|protein-coding	0.000	0.000	0.000	0.000
NM_013812	chr5	124345439	124354628	-	1244.0	1	Cdk2ap1|Apc10|Cdkap1|DORC1|Doc1|ST19|doc-1|p12|-|5|5 F|protein-coding	75.137	47.287	70.417	98.290
NM_010058	chr7	19076200	19082775	+	2513.0	1	Dmwd|DMR-N9|Dm9|-|7 A3|7 9.46 cM|protein-coding	8.581	4.916	7.847	6.981
NM_183023	chr2	163863881	163918683	-	825.0	1	Rims4|6530406L02|Rim4|-|2|2 H3|protein-coding	0.000	0.000	0.000	0.000
NM_001166732	chr7	5544197	5545099	-	901.0	1	Vmn1r60|EG636697|Gm7184|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000
NM_001080940	chr9	21835510	21837347	+	859.0	1	Angptl8|EG624219|Gm6484|Rifl|-|9|9 A3|protein-coding	0.314	0.152	0.280	0.000
NM_147111	chr7	103121829	103122782	-	952.0	1	Olfr586|MOR8-2|MOR8-7|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_133994	chr10	75774122	75781414	-	1866.0	1	Gstt3|AI118089|-|10|10 C1|protein-coding	14.157	7.075	2.996	2.170
NM_011322	chr7	31116524	31127023	-	1585.0	1	Scn1b|-|-|7 B1|7 19.3 cM|protein-coding	0.765	1.732	0.000	0.296
NR_102725	chr7	45131189	45136432	-	982.0	1	Flt3l|Flt3lg|Ly72L|-|7 B3|7 29.14 cM|protein-coding	14.549	10.982	4.408	4.242
NM_020610	chr7	109758056	109781545	-	3904.0	1	Nrip3|A330103B05Rik|D7H11orf14|ICRFP703B1614Q5.2|-|7|7 E3|protein-coding	0.173	0.033	0.000	0.000
NM_001011755	chr7	104975042	104975983	-	940.0	1	Olfr671|MOR32-12|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_001277076	chr1	36372291	36422110	+	6263.0	1	Fer1l5|4930533C12Rik|-|1|1 B|protein-coding	0.054	0.261	0.317	0.056
NR_105990	chr4	149655504	149655567	-	63.0	1	Mir7023|Gm27912|mmu-mir-7023|-|4|4 E2|ncRNA	0.000	0.000	0.000	0.000
NM_177663	chr3	87930314	87940686	+	2887.0	1	Isg20l2|4930429N24|C80587|-|3|3 F1|protein-coding	12.255	15.576	16.098	16.319
NM_026378	chr9	108569892	108572771	+	1723.0	1	Dalrd3|6330580J24Rik|C77829|mir-425|-|9|9 F2|protein-coding	19.204	17.753	18.703	19.308
NM_001308183	chr11	96907425	96916514	-	2205.0	1	Cdk5rap3|1810007E24Rik|BC002318|C53|C81486|HSF-27|IC53|LZAP|MST016|-|11|11 D|protein-coding	9.383	10.908	11.070	12.932
NM_001085497	chrX	36743632	36777307	+	1236.0	1	Slc25a43|Gm8|-|X|X A3.3|protein-coding	0.000	0.529	0.195	1.092
NM_001011854	chr7	103442140	103443150	-	1008.0	1	Olfr605|GA_x5J8B7TSRWK-430-5|MOR202-22P|MOR24-5|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_019535	chr4	85205456	85389379	+	2795.0	1	Sh3gl2|9530001L19Rik|AI120490|AW555077|B930049H17Rik|EEN-B1|SH3PA|Sh3d2a|-|4 C4|4 40.23 cM|protein-coding	0.000	0.000	0.000	0.000
NM_207277	chr5	34915915	34923839	+	2788.0	1	Msantd1|A930005I04Rik|Gm144|-|5|5 B2|protein-coding	0.242	3.165	0.086	1.052
NM_019544	chr12	11208382	11208948	-	565.0	1	Msgn1|Msgn|pMsgn1|-|12|12 A1.1|protein-coding	0.000	0.000	0.000	0.000
NM_019410	chr3	57841895	57847757	-	2015.0	1	Pfn2|Pfn|-|3 D|3 28.15 cM|protein-coding	0.334	0.778	0.060	0.146
NR_046010	chr10	10751046	10758131	+	441.0	1	4930567K20Rik|1700038H22Rik|-|10|10 A1|ncRNA	0.000	0.000	0.000	0.000
NM_134081	chr14	20384638	20388910	-	1624.0	1	Dnajc9|5330419I01Rik|AU020082|-|14|14 A3|protein-coding	28.425	17.829	43.352	37.429
NM_146420	chr14	50413546	50414481	+	934.0	1	Olfr738|MOR106-3|-|14|14 C1|protein-coding	0.000	0.000	0.000	0.000
NM_027294	chr9	114789345	114844152	-	1058.0	1	Cmtm8|2700018N07Rik|AA408515|Cklfsf8|-|9|9 F3|protein-coding	11.720	2.780	2.955	7.764
NM_029960	chr2	148846714	148850934	-	653.0	1	9230104L09Rik|mCST E2|-|2|2 G3|protein-coding	0.000	0.000	0.000	0.000
NM_152814	chr7	30077337	30090510	-	1686.0	1	Zfp566|2700043M03Rik|mszf4|-|7|7 B1|protein-coding	4.956	6.513	3.923	2.993
NR_028584	chr4	63596901	63600764	-	522.0	1	Gm11213|OTTMUSG00000000252|-|4|4 C1|ncRNA	0.000	0.000	0.000	0.000
NM_183174	chr14	54852737	54860490	-	5604.0	1	Homez|mKIAA1443|-|14|14 C2|protein-coding	2.092	3.732	3.937	3.863
NM_146039	chr12	116207050	116263025	-	3701.0	1	Wdr60|D430033N04Rik|-|12|12 F2|protein-coding	4.752	4.910	4.500	3.630
NM_146893	chr2	89013127	89014062	-	934.0	1	Olfr1216|MOR233-9|-|2|2 E1|protein-coding	0.000	0.000	0.000	0.000
NM_024465	chr2	150832515	150904731	-	1952.0	1	Abhd12|1500011G07Rik|6330583M11Rik|AI431047|AW547313|-|2|2 G3|protein-coding	5.144	7.032	7.392	4.990
NM_009776	chr2	84765360	84775429	-	1810.0	1	Serping1|C1INH|C1nh|-|2|2 D|protein-coding	1.675	0.361	0.465	0.616
NR_131038	chr13	19462847	19504367	-	1724.0	1	9330199G10Rik|-|-|13|13 A2|ncRNA	0.000	0.000	0.000	0.000
NM_030678	chr7	45434839	45456617	+	3663.0	1	Gys1|Gys3|MGS|-|7 B3|7 29.31 cM|protein-coding	2.612	3.069	2.380	3.924
NR_106077	chr17	27358097	27358155	+	58.0	1	Mir7218|mmu-mir-7218|-|17|17 A3.3|ncRNA	0.000	0.000	0.000	0.000
NM_008187	chr8	95420250	95434869	-	1286.0	1	Cfap20|2600014O15Rik|AL024127|Gtl3|T10-2A2|-|8|8 C5|protein-coding	12.367	13.367	13.932	11.862
NM_025690	chr9	70542870	70592232	+	3668.0	1	Sltm|5730455C01Rik|5730555F13Rik|9130215G10Rik|Met|-|9|9 D|protein-coding	28.624	27.655	30.143	41.077
NR_045365	chr18	76091557	76098471	-	1013.0	1	2900057B20Rik|-|-|18|18 E3|ncRNA	0.000	0.000	0.000	0.000
NM_029809	chr7	12927416	12931072	+	3235.0	1	Rnf225|2310014L17Rik|AV237412|C77118|-|7|7 A1|protein-coding	0.083	0.283	0.372	0.508
NM_001161855	chr10	116111664	116113917	-	2251.0	1	4933416C03Rik|-|-|10|10 D2|protein-coding	0.000	0.000	0.000	0.000
NM_001081332	chr8	105348258	105369881	+	5204.0	1	Slc9a5|Gm696|-|8|8 D3|protein-coding	0.388	0.226	0.578	0.710
NR_030259	chr10	126998440	126998560	+	120.0	1	Mir546|Mirn546|mmu-mir-546|-|10|10 D3|ncRNA	317.295	206.431	173.354	174.060
NR_040488	chr16	93343716	93354071	-	1155.0	1	1810053B23Rik|1810008L18Rik|1810056K14Rik|-|16|16 C4|ncRNA	0.000	0.000	0.000	0.000
NM_001162412	chr14	73029128	73049114	-	1738.0	1	Cysltr2|2300001H05Rik|CYSLT2R|Cltr2|Cyslt2|-|14|14 D3|protein-coding	21.404	30.236	3.736	2.025
NM_025789	chr17	7945614	7979556	+	1950.0	1	Rsph3a|1700012G05Rik|4930524H12Rik|R74860|Rshl2|Rshl2a|-|17|17 A1|protein-coding	19.699	9.385	16.125	11.975
NM_153404	chr16	21953818	21995542	-	3700.0	1	Liph|C130037N08Rik|D16Wsu119e|H06|Lpdlr|P3|PLA1B|lpd1|lpd2|mPA-PLA1|-|16 B1|16 12.95 cM|protein-coding	0.000	0.000	0.065	0.254
NM_145834	chr8	122422085	122423639	+	650.0	1	Il17c|IL-17C|-|8|8 E1|protein-coding	0.000	0.804	0.185	0.181
NM_001347161	chr2	68861441	69114283	+	7050.0	1	Cers6|4732462C07Rik|AW544719|Lass6|T1L|-|2|2 C2|protein-coding	4.129	4.969	5.936	6.208
NM_133888	chr4	132732966	132757171	-	1915.0	1	Smpdl3b|1110054A24Rik|AU045240|Asml3b|-|4|4 D2.3|protein-coding	0.000	3.072	0.691	0.613
NM_001033317	chr7	105404568	105408738	+	2472.0	1	Cnga4|-|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_177361	chr4	88602580	88603376	-	794.0	1	Ifna12|-|-|4|4 C4|protein-coding	0.000	0.000	0.000	0.000
NM_172400	chr4	132535559	132553742	+	1381.0	1	Dnajc8|1110021D09Rik|2010009J04Rik|AL024084|AU019262|AU044514|-|4|4 D2.3|protein-coding	17.518	29.770	28.385	30.164
NM_009252	chr12	104406708	104414329	+	2078.0	1	Serpina3n|Spi2-2|Spi2.2|Spi2/eb.4|-|12|12 E|protein-coding	0.000	0.000	0.000	0.000
NM_001347131	chr4	60218621	60222540	-	877.0	1	Mup8|Gm12809|Mup5|OTTMUSG00000008509|-|4 B3|4|protein-coding	0.000	0.000	0.000	0.000
NM_201609	chr11	95749067	95764713	+	2658.0	1	Zfp652|9530033F24Rik|ZNF652|-|11|11 D|protein-coding	22.894	18.418	23.502	26.533
NM_146882	chr9	37746136	37747068	+	931.0	1	Olfr874|MOR161-2|-|9|9 A4|protein-coding	0.000	0.000	0.000	0.000
NM_011961	chr9	92542223	92608427	+	3627.0	1	Plod2|D530025C14Rik|LH2|Plod-2|-|9 E3.3|9 48.4 cM|protein-coding	8.993	5.478	6.763	5.613
NM_177312	chr7	13258967	13278721	-	3340.0	1	6330408A02Rik|-|-|7|7 A1|protein-coding	1.150	0.509	0.612	1.335
